"FCAC_RN,C,4","ORGBASE_RN,C,4","ANK_RN,C,4","CATALOG_RN,C,4","FCAC_PREFI,C,4","FCAC_NUM,C,10","POST_RN,C,4","SUBDIV_RN,C,4","VIDISP_RN,C,4","ISMAINISP,L","ISCOMBISP,L","ISORDISP,L","TIPDOL_RN,C,4","KATPER_RN,C,4","ORDERNUM,C,15","ORDERDATE,D","STARTDATE,D","ENDDATE,D","NOTE,M","MARK1_RN,C,4","MARK2_RN,C,4","MARK3_RN,C,4","MARK4_RN,C,4","MARK5_RN,C,4","SDOC_RN,C,4","SDOC_NUM,C,10","SDOC_DATE,D","SDOCORG_RN,C,4","EDOC_RN,C,4","EDOC_NUM,C,10","EDOC_DATE,D","EDOCORG_RN,C,4"
00Q?,,00M?,00ww,,       767,00C?,002x,0005,??????,????,????,003V,0002,33/?,31.01.2006,02.02.2006,31.12.8888,,,,,,,,,,,,,,
00Q?,,00NK,00w?,,       768,005?,000j,0005,??????,????,????,002D,0002,,,01.01.2008,18.01.2011,,,,,,,,,,,0009,?-7,14.01.2011,
00Q?,,00L?,00w?,,       769,005?,000j,0005,??????,????,????,002D,0002,,,01.01.2008,28.06.2010,,,,,,,,,,,0009,?-291,22.06.2010,
00Q?,,00Mb,00w?,,       770,005?,000j,0005,??????,????,????,002D,0002,?-71,13.03.2007,19.03.2007,10.07.2013,,,,,,,,,,,0009,?-486,01.07.2013,
00Q?,,007r,00v?,,       772,00BS,002r,0005,??????,????,????,000o,0003,167,31.10.1983,01.11.1983,05.11.2013,,,,,,,,,,,0009,?-825,06.11.2013,
00Q?,,007u,00c?,,       773,007n,000z,0005,??????,????,????,004M,0003,14/?,23.01.1998,26.01.1998,07.11.2013,,,,,,,,,,,0009,?-834,08.11.2013,
00Q?,,00KT,00w?,,       774,005?,000j,0005,??????,????,????,001h,0003,,,01.01.2008,21.03.2012,,,,,,,,,,,0009,?-227,21.03.2012,
00Q?,,00L?,00w?,,       776,,000j,0005,??????,????,????,003?,0002,,,01.01.2008,07.04.2008,,,,,,,,,,,,,,
00Q?,,00N?,00w?,,       778,001M,000j,0005,??????,????,????,001m,0003,,,01.01.2008,31.08.2008,,,,,,,,,,,,,,
00Q?,,00Mg,00w?,,       779,005?,000j,0005,??????,????,????,001k,0003,,,01.01.2008,25.12.2009,,,,,,,,,,,0009,?-617,22.12.2009,
00Q?,,00Mk,00w?,,       780,,000j,0005,??????,????,????,001m,000B,,,01.09.2007,13.02.2008,,,,,,,,,,,,,,
00Q?,,00M?,00w?,,       781,,000j,0005,??????,????,????,001m,000B,,,01.01.2008,19.03.2008,,,,,,,,,,,,,,
00Q?,,0043,00IY,,       782,006T,000L,0005,??????,????,????,001B,0001,92,24.08.1989,28.08.1989,31.12.8888,,,,,,,,,,,,,,
00Q?,,0045,00IY,,       783,006S,000L,0005,??????,????,????,000K,000K,110,12.08.1990,20.08.1990,31.12.8888,,,,,,,,,,,,,,
00Q?,,0046,00IY,,       784,006T,000L,0005,??????,????,????,001B,0001,?-116,03.08.1988,01.08.1988,31.12.8888,,,,,,,,,,,,,,
00Q?,,00M0,00IY,,       785,006T,000L,0005,??????,????,????,001B,0001,?-36,01.02.2006,02.02.2006,31.12.8888,,,,,,,,,,,,,,
00Q?,,004A,00JB,,       786,005G,001y,0005,??????,????,????,001w,0002,68,06.07.1992,15.07.1992,31.12.8888,,,,,,,,,,,,,,
00R0,,004C,00IY,,       787,006V,000L,0005,??????,????,????,002D,0002,180/?,28.12.1988,26.12.1988,31.12.8888,,,,,,,,,,,,,,
00R1,,004D,00IY,,       788,006V,000L,0005,??????,????,????,002D,0002,219,01.11.1989,01.11.1989,31.12.8888,,,,,,,,,,,,,,
00R2,,004I,00IY,,       789,006X,000L,0005,??????,????,????,002E,0002,173/?,23.10.1978,24.10.1978,31.12.8888,,,,,,,,,,,,,,
00R3,,004G,00IY,,       790,006W,000L,0005,??????,????,????,003?,0002,?-31,22.03.1993,15.03.1993,31.12.8888,,,,,,,,,,,,,,
00R4,,004L,00IY,,       791,006V,000L,0005,??????,????,????,002D,0002,?-130,01.11.1994,11.10.1994,31.12.8888,,,,,,,,,,,,,,
00R5,,00Ig,00IY,,       792,006V,000L,0005,??????,????,????,002D,0002,145/?,21.11.1994,21.11.1994,31.12.8888,,,,,,,,,,,,,,
00R6,,004P,00IY,,       793,006V,000L,0005,??????,????,????,002D,0002,,,01.09.2007,25.07.2012,,,,,,,,,,,0009,?-564,25.07.2012,
00R7,,004R,00IY,,       794,006U,000L,0005,??????,????,????,0025,0002,?-138,01.11.1993,01.11.1993,31.12.8888,,,,,,,,,,,,,,
00R8,,004T,00IY,,       795,006V,000L,0005,??????,????,????,002D,0002,9/?,17.01.1997,17.01.1997,31.12.8888,,,,,,,,,,,,,,
00R9,,004U,00IY,,       796,006V,000L,0005,??????,????,????,002D,0002,97/?,04.07.2000,03.07.2000,31.12.8888,,,,,,,,,,,,,,
00RB,,004b,00J6,,       798,007?,001D,0005,??????,????,????,0035,000Q,,,01.09.2007,31.12.8888,,,,,,,,,,,,,,
00RC,,004f,00IY,,       799,006c,000L,0005,??????,????,????,001m,0003,71,26.05.1988,19.05.1988,31.12.8888,,,,,,,,,,,,,,
00RD,,0050,00IY,,       800,006c,000L,0005,??????,????,????,001m,0003,,,01.09.2007,04.03.2010,,,,,,,,,,,0009,?-96,02.03.2010,
00RE,,00Ii,00IY,,       801,,000L,0005,??????,????,????,001m,0003,,,01.09.2007,22.08.2008,,,,,,,,,,,,,,
00RF,,00Nl,00IY,,       802,,000L,0005,??????,????,????,001m,0003,,,01.09.2007,21.01.2008,,,,,,,,,,,,,,
00RG,,004Z,00IY,,       803,006Y,000L,0005,??????,????,????,001n,0003,?-71,29.06.2004,01.07.2004,31.12.8888,,,,,,,,,,,,,,
00RH,,00M?,00IY,,       804,006c,000L,0005,??????,????,????,001m,0003,,,01.09.2007,30.03.2012,,,,,,,,,,,0009,?-260,30.03.2012,
00RI,,00L?,00IY,,       805,006b,000L,0005,??????,????,????,001k,0003,,,01.09.2007,01.09.2009,,,,,,,,,,,0009,?-414,21.08.2009,
00RK,,00Kv,00Ia,,      7367,008T,001?,0005,??????,????,????,0019,0001,92,05.08.1987,06.08.1987,31.12.8888,,,,,,,,,,,,,,
00RL,,002r,00Ia,,       807,008T,001?,0005,??????,????,????,0019,0001,?-77,27.06.2001,01.07.2001,31.12.8888,,,,,,,,,,,,,,
00RM,,002p,00Ia,,       808,008V,001?,0005,??????,????,????,002A,0002,160/?,17.11.1999,22.11.1999,31.12.8888,,,,,,,,,,,,,,
00RN,,00NC,00Ia,,       809,008V,001?,0005,??????,????,????,002A,0002,133/?,04.10.1996,07.10.1996,31.12.8888,,,,,,,,,,,,,,
00RO,,00DS,00Ia,,       810,008W,001?,0005,??????,????,????,004m,0003,?-30,11.03.2004,11.03.2004,31.12.8888,,,,,,,,,,,,,,
00RP,,005D,00w?,,       811,0065,000h,0005,??????,????,????,002A,0002,,,01.09.2007,14.05.2012,,,,,,,,,,,0009,?-322,23.04.2012,
00RQ,,005E,00w?,,       812,0065,000h,0005,??????,????,????,002A,0002,85,07.08.1987,05.08.1987,31.12.8888,,,,,,,,,,,,,,
00RR,,005G,00w?,,       813,0065,000h,0005,??????,????,????,002A,0002,?-18,06.02.1995,06.02.1995,31.12.8888,,,,,,,,,,,,,,
00RS,,005I,00w?,,       814,0065,000h,0005,??????,????,????,002A,0002,?-13,04.02.1993,04.02.1993,31.12.8888,,,,,,,,,,,,,,
00RT,,005J,00w?,,       815,0065,000h,0005,??????,????,????,002A,0002,,,01.09.2007,07.09.2009,,,,,,,,,,,0009,?-434,03.09.2009,
00RU,,005L,00w?,,       816,0065,000h,0005,??????,????,????,002A,0002,86,10.08.1987,10.08.1987,31.12.8888,,,,,,,,,,,,,,
00RV,,005O,00w?,,       817,0064,000h,0005,??????,????,????,003?,0002,51,21.07.1970,21.07.1970,21.10.2013,,,,,,,,,,,0009,?-788,21.10.2013,
00RW,,005P,00w?,,       818,0065,000h,0005,??????,????,????,002A,0002,,,01.09.2007,10.09.2012,,,,,,,,,,,0009,?-719,05.09.2012,
00RX,,005W,00U?,,       819,,000h,0005,??????,????,????,002A,0002,,,01.09.2007,01.02.2008,,,,,,,,,,,,,,
00RY,,005Y,00w?,,       820,0065,000h,0005,??????,????,????,002A,0002,140/?,12.09.2000,13.09.2000,31.12.8888,,,,,,,,,,,,,,
00RZ,,005b,00w?,,       821,0067,000h,0005,??????,????,????,001o,0003,?-138,30.09.1999,04.10.1999,31.12.8888,,,,,,,,,,,,,,
00Ra,,0058,00w?,,       822,0067,000h,0005,??????,????,????,001o,0003,,,01.09.2007,01.03.2012,,,,,,,,,,,0009,?-171,02.03.2012,
00Rb,,00JV,00w?,,       823,0066,000h,0005,??????,????,????,001n,0003,,,20.03.2003,20.04.2012,,,,,,,,,,,0009,?-280,09.04.2012,
00Rc,,00L?,00w?,,       824,0067,000h,0005,??????,????,????,001o,0003,,,01.09.2007,03.02.2010,,,,,,,,,,,0009,?-50,02.02.2010,
00Rd,,00L?,00w?,,       825,0067,000h,0005,??????,????,????,001o,0003,,,01.09.2007,05.04.2012,,,,,,,,,,,0009,?-268,03.04.2012,
00Rf,,00Cb,00IZ,,       826,,001?,0005,??????,????,????,003Y,0001,,,01.09.2007,17.07.2008,,,,,,,,,,,,,,
00Rg,,00M?,00IZ,,       827,008J,001?,0005,??????,????,????,003?,000V,173/?,22.09.2005,23.09.2005,31.12.8888,,,,,,,,,,,,,,
00Rh,,00N?,00IZ,,       828,,001?,0001,??????,????,????,003?,000F,,,01.09.2007,04.07.2008,,,,,,,,,,,,,,
00Ri,,009i,00IZ,,       829,004h,001?,0005,??????,????,????,002I,0002,?-88,14.07.1993,16.07.1993,31.12.8888,,,,,,,,,,,,,,
00Rj,,00CW,00IZ,,       830,004h,001?,0005,??????,????,????,002I,0002,123/?,18.10.1994,20.10.1994,31.12.8888,,,,,,,,,,,,,,
00Rk,,00Cj,00IZ,,       831,004h,001?,0005,??????,????,????,002I,0002,,,01.09.2007,17.09.2012,,,,,,,,,,,0009,?-713,04.05.2012,
00Rl,,00Cm,00IZ,,       832,004h,001?,0005,??????,????,????,002I,0002,,,01.09.2007,23.04.2012,,,,,,,,,,,0009,?-297,13.04.2012,
00Rm,,00CR,00IZ,,       833,,001?,0005,??????,????,????,002I,0002,,,01.09.2007,06.08.2008,,,,,,,,,,,,,,
00Rn,,00Ij,00IZ,,       834,00A?,001?,0005,??????,????,????,004?,0003,?-93,30.07.2002,01.08.2002,31.10.2013,,,000i,,,,,,,,0009,?-804,29.10.2013,
00Ro,,00Cf,00Gi,,       835,0061,000P,0005,??????,????,????,001m,0003,,,01.09.2007,08.11.2010,,,,,,,,,,,0009,?-556,09.11.2010,
00Rp,,00Lw,00IZ,,       836,00A?,001?,0005,??????,????,????,004?,0003,?-63,01.03.2006,02.03.2006,31.10.2013,,,,,,,,,,,0009,?-804,29.10.2013,
00Rq,,008x,00Ia,,       837,008S,001?,0005,??????,????,????,0046,000K,18,24.02.1987,16.02.1987,31.12.8888,,,,,,,,,,,,,,
00Rr,,008z,00Ia,,       838,008U,001?,0005,??????,????,????,003?,0002,92/?,29.06.1995,03.07.1995,31.12.8888,,,,,,,,,,,,,,
00Rs,,0090,00JD,,       839,006t,0011,0005,??????,????,????,002D,0002,1,15.01.1986,01.01.1986,31.12.8888,,,,,,,,,,,,,,
00Rt,,0091,00Ia,,       840,008V,001?,0005,??????,????,????,002A,0002,,,01.09.2007,25.12.2008,,,,,,,,,,,0009,?-510,26.12.2008,
00Ru,,0092,00Ia,,       841,008V,001?,0005,??????,????,????,002A,0002,89,03.09.1992,01.09.1992,31.12.8888,,,,,,,,,,,,,,
00Rv,,00IS,00Ia,,       842,008V,001?,0005,??????,????,????,002A,0002,,,01.09.2007,13.04.2011,,,,,,,,,,,0009,?-146,04.04.2011,
00Rw,,00L?,00Ia,,       843,008V,001?,0005,??????,????,????,002A,0002,?-321,31.10.2006,01.11.2006,31.12.8888,,,,,,,,,,,,,,
00Rx,,0093,00Ia,,       844,009?,001?,0005,??????,????,????,000o,0003,?-4,10.01.2001,09.01.2001,31.12.8888,,,,,,,,,,,,,,
00Ry,,00M?,00IY,,       845,006c,000L,0005,??????,????,????,001m,0003,77/?,13.08.2003,04.08.2003,31.12.8888,,,,,,,,,,,,,,
00Rz,,00MD,00Ia,,       846,008W,001?,0005,??????,????,????,004m,0003,?-13,04.02.2005,07.02.2005,31.12.8888,,,,,,,,,,,,,,
00R?,,00NT,00Se,,       847,007?,001o,0005,??????,????,????,002e,000N,,,01.09.2007,17.05.2011,,,,,,,,,,,0009,?-221,06.05.2011,
00R?,,00M?,00S?,,       848,007?,001o,0005,??????,????,????,002e,000N,,,01.09.2007,27.10.2008,,,,,,,,,,,,,,
00R?,,004e,00Jw,?,       849,007T,002U,0005,??????,????,????,002C,0002,124,16.12.1986,15.12.1986,30.05.2013,,,,,,,,,,,0009,?-394,22.05.2013,
00R?,,00CK,00Ss,,       850,007b,001u,0005,??????,????,????,001p,0003,,,01.09.2007,01.05.2009,,,,,,,,,,,0009,?-191,28.04.2009,
00R?,,004k,00X1,,       851,004J,001u,0005,??????,????,????,002B,0002,?-20,03.03.1994,04.03.1994,31.12.8888,,,,,,,,,,,,,,
00R?,,005Q,00Ss,,       852,007a,001u,0005,??????,????,????,001o,0003,,,01.09.2007,24.08.2011,,,,,,,,,,,0009,?-411,11.08.2011,
00R?,,00Kw,00Ss,,       853,007a,001u,0005,??????,????,????,001o,0003,,,01.09.2007,31.07.2009,,,,,,,,,,,0009,?-378,30.07.2009,
00R?,,00CY,00JC,24,       464,006?,000v,0005,??????,????,????,004A,0002,77/?,05.07.1985,01.07.1985,31.12.8888,,,000i,,,,,,,,,,,
00R?,,00HM,00J8,?,       544,005?,000q,0003,????,????,????,002D,0002,,,01.09.2007,04.12.2010,,,,,,,,,,,0009,?-583,23.11.2010,
00R?,,00Hb,00S?,?,      1232,,000w,0003,????,????,????,000n,000B,,,01.09.2007,31.10.2011,,,,,,,,,,,,,,
00R?,,00H6,00So,?,        68,,000s,0003,????,????,????,000n,000B,,,01.09.2007,01.12.2007,,,,,,,,,,,,,,
00R?,,001f,00w?,?,      1176,006L,001n,0003,????,????,????,003?,0001,,,01.09.2007,30.11.2011,,,,,,,,,,,,,,
00R?,,003H,00w?,?,      1131,,001?,0003,????,????,????,002F,0002,,,01.09.2007,21.05.2009,,,,,,,,,,,0009,?-212,12.05.2009,
00R?,,003H,00w?,?,      1130,,001m,0003,????,????,????,003V,0002,,,01.09.2007,21.05.2009,,,,,,,,,,,0009,?-212,12.05.2009,
00R?,,00OH,00S?,,       865,007?,001D,0005,??????,????,????,003A,000R,,,12.11.2007,01.11.2010,,,,,,,,,,,0009,?-562,10.11.2010,
00R?,,00Kh,00J6,,       866,,001D,0005,??????,????,????,0035,0007,,,30.10.2007,09.06.2008,,,,,,,,,,,,,,
00R?,,00Ix,00J9,,       867,,001D,0005,??????,????,????,003C,0007,,,01.09.2007,18.04.2008,,,,,,,,,,,,,,
00R?,,00O9,00J9,,       868,,001D,0005,??????,????,????,003K,0007,,,15.10.2007,13.02.2008,,,,,,,,,,,,,,
00R?,,00N?,00S?,,       869,0072,000K,0005,??????,????,????,001N,0001,,,23.10.2007,22.12.2008,,,,,,,,,,,0009,?-483,12.12.2008,
00R?,,00OI,00Iv,,       870,,001?,0005,??????,????,????,003P,0007,,,15.11.2007,07.02.2008,,,,,,,,,,,,,,
00R?,,00E3,00J6,,       871,,001D,0001,??????,????,????,003H,0007,,,01.09.2007,31.12.2007,,,,,,,,,,,,,,
00R?,,00G6,00J6,,       872,,001D,0005,??????,????,????,003C,0007,,,03.09.2007,31.01.2008,,,,,,,,,,,,,,
00R?,,00OE,00J6,,       873,007?,001D,0005,??????,????,????,003C,000Q,,,12.11.2007,03.07.2009,,,,,,,,,,,0009,?-318,03.07.2009,
00R?,,00OM,00So,,       874,007u,001t,0005,??????,????,????,003?,000N,,,22.11.2007,24.09.2008,,,,,,,,,,,,,,
00S2,,00HS,00J8,,       875,00A?,000x,0001,??????,????,????,005f,0002,4/?,18.03.1999,18.03.1999,16.11.2013,,,,,,,,,,,0009,?-840,11.11.2013,
00S5,,00M?,00Jh,,       876,0065,000h,0005,??????,????,????,002A,0002,307/?,10.09.2007,10.09.2007,31.12.8888,,,,,,,,,,,,,,
00S6,,0055,00S?,,       877,,000n,0005,??????,????,????,002A,0002,,,28.11.2007,31.08.2008,,,,,,,,,,,,,,
00S7,,00OB,00S?,,       878,,000q,0005,??????,????,????,001m,0003,,,22.10.2007,26.06.2008,,,,,,,,,,,,,,
00S8,,00OG,00Gi,,       879,,000P,0005,??????,????,????,000o,0003,,,12.11.2007,11.02.2008,,,,,,,,,,,,,,
00S9,,00OO,00Gi,,       880,005?,000P,0005,??????,????,????,001p,0003,,,01.12.2007,30.09.2009,,,,,,,,,,,,,,
00SB,,00Kq,00S?,,       881,,000w,0005,??????,????,????,001u,0002,,,21.10.2007,31.07.2008,,,,,,,,,,,,,,
00SC,,00O6,00w?,,       882,,001m,0005,??????,????,????,001m,000B,,,28.11.2007,13.02.2008,,,,,,,,,,,,,,
00SD,,00O7,00w?,,       883,006J,001m,0005,??????,????,????,001m,0003,,,01.11.2007,31.10.2008,,,,,,,,,,,,,,
00SE,,00OK,00Ib,,       884,005k,000g,0005,??????,????,????,001m,0003,,,28.11.2007,31.08.2010,,,,,,,,,,,0009,?-448,03.09.2010,
00SF,,00OL,00Ib,,       885,,000g,0005,??????,????,????,001l,0003,,,22.11.2007,21.03.2008,,,,,,,,,,,,,,
00SH,,00OC,00ww,,       886,00C?,002x,0005,??????,????,????,0025,0002,?-386,01.11.2007,02.11.2007,31.12.8888,,,,,,,,,,,,,,
00SI,,00O8,00J8,,       887,006?,000x,0005,??????,????,????,002H,0002,,,01.01.2008,10.06.2012,,,,,,,,,,,0009,?-412,30.05.2012,
00SL,,00OA,00w?,,       888,,000j,0005,??????,????,????,003o,000B,,,01.01.2008,31.01.2008,,,,,,,,,,,,,,
00SO,,0097,00IZ,,       889,008L,001?,0001,??????,????,????,001O,0001,,,01.09.2007,31.12.2010,,,,,,,,,,,0009,?-23,25.01.2011,
00SQ,,00OJ,00IZ,,       890,008P,001?,0005,??????,????,????,001n,0003,401/?,16.11.2007,19.11.2007,31.12.8888,,,,,,,,,,,,,,
00SS,,00OF,00wt,,       891,00B9,002m,0005,??????,????,????,0058,000O,?-394,12.11.2007,12.11.2007,31.12.8888,,,,,,,,,,,,,,
00SV,,00OP,00S?,,       892,,000w,0001,??????,????,????,001B,0001,,,29.11.2007,01.07.2008,,,,,,,,,,,,,,
00SX,,00OR,00w?,,       893,,000j,0005,??????,????,????,002D,0002,,,01.01.2008,25.06.2008,,,,,,,,,,,,,,
00SY,,00OS,00IZ,,       894,008O,001?,0005,??????,????,????,004m,0003,,,01.09.2007,26.03.2010,,,,,,,,,,,0009,?-119,17.03.2010,
00Sa,,00ON,00S?,,       895,,000w,0005,??????,????,????,002a,0003,,,22.11.2007,04.08.2008,,,,,,,,,,,,,,
00Sb,,00OU,00Iv,,       896,,001?,0005,??????,????,????,003t,0007,,,07.09.2007,14.05.2008,,,,,,,,,,,,,,
00Sc,,00Oe,00J6,,       897,007?,001D,0005,??????,????,????,0035,000Q,?-140,10.05.2006,15.05.2006,31.12.8888,,,,,,,,,,,,,,
00Sd,,00SY,00JI,,       898,006?,0012,0005,??????,????,????,002D,0002,,,10.09.2007,01.12.2008,,,,,,,,,,,0009,?-463,28.11.2008,
00Se,,00OX,00J8,,       899,006?,000x,0005,??????,????,????,0044,0003,,,01.09.2007,15.10.2009,,,,,,,,,,,0009,?-511,15.10.2009,
00Sf,,00Of,00J8,,       900,,000w,0001,??????,????,????,001a,0003,,,19.11.2007,30.11.2007,,,,,,,,,,,,,,
00Sg,,00Od,00Gj,,       901,000?,000i,0005,??????,????,????,001m,0003,,,01.09.2007,26.01.2010,,,,,,,,,,,0009,?-13,18.01.2010,
00Sh,,00Oa,00w?,,       902,005?,000j,0005,??????,????,????,002B,0002,,,01.01.2008,24.10.2008,,,,,,,,,,,,,,
00Si,,00Ob,00w?,,       903,001M,000j,0005,??????,????,????,001m,0003,,,01.01.2008,05.09.2008,,,,,,,,,,,,,,
00Sj,,00Og,00w?,,       904,005?,000j,0001,??????,????,????,001k,0003,,,01.01.2008,20.11.2009,,,,,,,,,,,0009,?-565,18.11.2009,
00Sk,,00OZ,00Gi,,       905,0061,000P,0005,??????,????,????,001m,0003,,,04.09.2007,21.07.2009,,,,,,,,,,,0009,?-331,10.07.2009,
00Sm,,00OY,00Jl,,       906,007?,001D,0005,??????,????,????,003H,000Q,?-287,23.08.2007,20.08.2007,31.12.8888,,,,,,,,,,,,,,
00Sn,,009w,00JH,,       907,,000v,0003,????,????,????,001F,0001,,,01.01.2008,15.07.2010,,,,,,,,,,,0009,?-353,19.07.2010,
00So,,009r,00JH,?,      1116,,0011,0003,????,????,????,001F,0001,,,09.01.2008,31.12.2008,,,,,,,,,,,,,,
00Sq,,00Oq,00Ib,,       909,000?,000g,0005,??????,????,????,002D,0002,,,01.09.2007,23.02.2010,,,,,,,,,,,0009,?-82,19.02.2010,
00St,,00O?,00w?,1-09,      3825,,000j,0005,??????,????,????,002D,0002,459/?,28.12.2007,04.01.2008,01.06.2008,,,,,,,,,,,,,,
00Sw,,00O?,00IZ,,       910,008H,001?,0005,??????,????,????,003Y,0001,4/?,09.01.2008,09.01.2008,22.04.2011,,,,,,,,,,,0009,?-175,20.04.2011,
00Sx,,00O?,002d,2-4,      3827,,001?,0001,??????,????,????,003?,000F,11/?,11.01.2008,11.01.2008,25.01.2008,,,,,,,,,,,,,,
00S?,,000q,00Gk,?,       952,,0017,0003,????,????,????,002D,0002,,,01.01.2007,31.12.2008,,,,,,,,,,,,,,
00S?,,00O?,00JH,,       912,,001?,0005,??????,????,????,001s,0003,,,09.01.2008,16.04.2008,,,,,,,,,,,,,,
00S?,,001b,00w?,,       913,,000w,0003,????,????,????,0017,0001,,,01.01.2008,30.06.2009,,,,,,,,,,,,,,
00S?,,00G2,00Gk,?,       828,,0017,0003,????,????,????,002a,000B,,,01.01.2008,31.10.2011,,,,,,,,,,,,,,
00S?,,001u,00Gh,,       915,007?,000a,0005,??????,????,????,002b,000N,?-79,13.06.1996,11.06.1996,31.12.8888,,,,,,,,,,,,,,
00S?,,00O?,00c?,,       916,007m,000z,0005,??????,????,????,0029,0002,153,04.09.1980,05.09.1980,24.09.2013,,,,,,,,,,,0009,?-669,04.09.2013,
00S?,,00Oj,00S?,,       917,007?,001D,0005,??????,????,????,003A,000R,,,01.01.2008,22.11.2010,,,,,,,,,,,0009,?-580,23.11.2010,
00S?,,008I,00Gj,?,        72,,000i,0003,????,????,????,001B,0001,,,01.01.2008,31.12.2008,,,,,,,,,,,,,,
00S?,,008J,00Gj,?,       517,,000i,0003,????,????,????,001M,0001,,,01.01.2008,30.11.2011,,,,,,,,,,,,,,
00S?,,00Jf,00Gj,?,      1222,,000i,0003,????,????,????,001M,0001,,,01.01.2008,30.11.2011,,,,,,,,,,,,,,
00S?,,008M,00Jd,?,      1132,005R,000i,0003,????,????,????,002E,0002,,,01.01.2008,31.10.2011,,,,,,,,,,,,,,
00S?,,0045,00IY,?,        93,,000L,0003,????,????,????,001B,0001,,,01.01.2008,29.11.2011,,,,,,,,,,,,,,
00S?,,004I,00JC,?,      1076,,000L,0003,????,????,????,002E,000B,,,01.01.2008,31.12.2008,,,,,,,,,,,,,,
00S?,,00M?,00Gj,?,       734,005S,000i,0003,????,????,????,001n,0003,,,01.01.2008,26.06.2010,,,,,,,,,,,0009,?-291,22.06.2010,
00S?,,0070,002d,?,       454,,000v,0003,????,????,????,001B,0001,,,30.01.2008,31.12.2008,,,,,,,,,,,,,,
00S?,,00CN,00S?,?,       429,,001?,0003,????,????,????,002a,0003,,,31.01.2008,31.12.2008,,,,,,,,,,,,,,
00S?,,004K,00Ss,?,      1169,007X,001u,0003,????,????,????,001H,0001,,,31.01.2008,27.02.2011,,,,,,,,,,,0009,?-53,10.02.2011,
00S?,,004H,002d,?,       981,007X,001u,0003,????,????,????,001H,0001,,,31.01.2008,31.10.2011,,,,,,,,,,,,,,
00S?,,004S,00Ss,?,      1191,,000v,0003,????,????,????,001B,0001,,,01.01.2008,31.12.2008,,,,,,,,,,,,,,
00S?,,0044,00S?,?,       947,007V,001u,0003,????,????,????,004F,0001,,,01.01.2008,01.11.2012,,,,,,,,,,,,,,
00S?,,004p,00Jw,?,       982,,001u,0003,????,????,????,002A,0002,,,01.01.2008,31.10.2011,,,,,,,,,,,,,,
00T1,,00NY,00Jw,?,      1028,,001u,0003,????,????,????,002A,0002,,,01.01.2008,31.10.2011,,,,,,,,,,,,,,
00T6,,00O?,00Iv,,       937,0084,001?,0005,??????,????,????,003O,000Q,,,01.01.2008,25.06.2009,,,,,,,,,,,0009,?-284,16.06.2009,
00T7,,007W,00w?,?,       125,,000j,0003,????,????,????,001M,0001,,,01.01.2008,30.11.2011,,,,,,,,,,,,,,
00T8,,007T,00w?,?,       172,,000v,0003,????,????,????,001B,0001,,,01.01.2008,31.12.2008,,,,,,,,,,,,,,
00T9,,007X,00w?,?,       643,,000j,0003,????,????,????,001M,0001,,,01.01.2008,31.12.2008,,,,,,,,,,,,,,
00TA,,007U,00w?,?,       717,,000v,0003,????,????,????,001B,0001,,,01.01.2008,31.12.2008,,,,,,,,,,,,,,
00TB,,007V,00w?,?,       925,,000j,0003,????,????,????,001B,0001,,,01.01.2008,30.11.2011,,,,,,,,,,,0009,?-680,05.12.2011,
00TC,,007d,00Jd,?,       769,,000j,0003,????,????,????,002E,0002,,,01.01.2008,31.10.2011,,,,,,,,,,,,,,
00TD,,00Bx,00S?,?,       218,,000s,0003,????,????,????,000n,000B,,,01.01.2008,21.08.2008,,,,,,,,,,,,,,
00TE,,005X,00Jw,?,       927,,000s,0003,????,????,????,000n,000B,,,01.01.2008,31.12.2008,,,,,,,,,,,,,,
00TF,,004k,002d,?,       145,,000s,0003,????,????,????,0029,0002,,,01.01.2008,31.12.2008,,,,,,,,,,,,,,
00TG,,004e,00X1,?,       243,,000s,0003,????,????,????,0029,0002,,,01.01.2008,31.12.2008,,,,,,,,,,,,,,
00TH,,00L?,00JD,?,       268,,0011,0003,????,????,????,000n,0003,,,01.01.2008,26.09.2008,,,,,,,,,,,,,,
00TL,,005Q,00Jw,?,      1219,,000s,0003,????,????,????,000n,000B,,,01.01.2004,24.08.2011,,,,,,,,,,,0009,?-411,11.08.2011,
00TM,,00Kw,00Jw,?,       949,,000s,0003,????,????,????,000n,000B,,,01.01.2008,31.07.2009,,,,,,,,,,,0009,?-378,30.07.2009,
00TO,,00O?,00JD,,      3310,,0011,0005,??????,????,????,002a,0003,,,01.01.2008,27.05.2008,,,,,,,,,,,,,,
00TP,,00HA,00JB,,      3312,008l,001G,0005,??????,????,????,0018,0001,52/?,29.05.2003,05.06.2003,31.12.8888,,,,,,,,,,,,,,
00TQ,,00AH,00JH,?,       434,,000v,0003,????,????,????,001F,0001,,,01.01.2008,31.12.2008,,,,,,,,,,,,,,
00TR,,00KT,00w?,?,      1208,,000j,0003,????,????,????,001q,0003,,,01.01.2008,31.12.2008,,,,,,,,,,,,,,
00TS,,00JL,00JH,?,       207,,0010,0003,????,????,????,002a,0003,,,01.01.2008,12.08.2008,,,,,,,,,,,0009,?-296,07.08.2008,
00TT,,00AI,00JH,?,       252,,000P,0003,????,????,????,002D,0002,,,01.01.2008,31.12.2008,,,,,,,,,,,,,,
